Investor Name,Location,Total Investments,Lead Investments,company_name_hyphens,URL,Total investments,Average round size,Portfolio companies,Rounds per year,Lead investments,Areas of investment,Follow on index,Exits,Stages of investment,Type,Status
YSS Capital,"Central, Central Region, Singapore",3,0,yss-capital,https://unicorn-nest.com/funds/yss-capital,3,0,3,0.43,,SoftwareEnterpriseMobileArtificial IntelligenceMarketing AutomationSaaSEnterprise SoftwareAdvertisingApp MarketingMobile Advertising,,,,,
YSpace,,1,0,yspace,https://unicorn-nest.com/funds/yspace,1,0,1,,,SoftwareHuman Resources,,,,,
YSpace,,1,0,yspace,https://unicorn-nest.com/funds/yspace,1,0,1,,,SoftwareHuman Resources,,,,,
YSpace,"Ontario, Markham, Canada",1,0,yspace,https://unicorn-nest.com/funds/yspace,1,0,1,,,SoftwareHuman Resources,,,,,
YSpace,"Ontario, Markham, Canada",1,0,yspace,https://unicorn-nest.com/funds/yspace,1,0,1,,,SoftwareHuman Resources,,,,,
YTK,"Central Ostrobothnia, Western Finland, Finland",1,0,ytk,https://unicorn-nest.com/funds/ytk,1,0,1,,,Venture CapitalFinancial ServicesAngel InvestmentDigital Signage,,,,,
YTL Corporation Bhd,"Kuala Lumpur, Kuala Lumpur, Malaysia",1,0,ytl-corporation-bhd,https://unicorn-nest.com/funds/ytl-corporation-bhd,1,0,1,0.01,,AutomotiveShoppingE-Commerce Platforms,,,,,
YTL Power International Berhad,"Kuala Lumpur, Kuala Lumpur, Malaysia",1,0,ytl-power-international-berhad,https://unicorn-nest.com/funds/ytl-power-international-berhad,1,0,1,,,EnergyOil and GasMining,,,,,
YTO Express,"Shanghai, China",2,0,yto-express,https://unicorn-nest.com/funds/yto-express,2,0,2,0.09,,LogisticsFreight ServiceTransportationInsuranceAir TransportationAuto InsuranceWater Transportation,,,,,
YTTRIUM,"Germany, Frankfurt",30,11,yttrium,https://unicorn-nest.com/funds/yttrium,,0,,,,,,,,,
YTWO,"Central Region, Singapore, Singapore",1,0,ytwo,https://unicorn-nest.com/funds/ytwo,1,0,1,1.00,,GamingOnline Games,,,,,
YTÃ YÄ±ldÄ±z Teknopark,"Istanbul, Istanbul, Turkey",1,0,yt-yldz-teknopark,https://unicorn-nest.com/funds/yt-yldz-teknopark,,0,,,,,,,,,
YTÃ YÄ±ldÄ±z Teknopark,"Istanbul, Istanbul, Turkey",1,0,yt-yldz-teknopark,https://unicorn-nest.com/funds/yt-yldz-teknopark,,0,,,,,,,,,
YTÃ YÄ±ldÄ±z Teknopark,"Istanbul, Esenler, Turkey",3,0,yt-yldz-teknopark,https://unicorn-nest.com/funds/yt-yldz-teknopark,,0,,,,,,,,,
YTÃ YÄ±ldÄ±z Teknopark,"Istanbul, Esenler, Turkey",3,0,yt-yldz-teknopark,https://unicorn-nest.com/funds/yt-yldz-teknopark,,0,,,,,,,,,
YUL Ventures,"Quebec, MontrÃ©al, Canada",9,0,yul-ventures,https://unicorn-nest.com/funds/yul-ventures,9,0,5,1.00,,SoftwareInformation TechnologyArtificial IntelligenceMachine LearningSaaSProductivity ToolsSoftware EngineeringBig DataMusicTravel Accommodations,0.44,,Seed,,
"YUYANG INVESTMENT CO., LTD. (Ma's Family)","Taipei, Taiwan",1,0,yuyang-investment-co-ltd-mas-family,https://unicorn-nest.com/funds/yuyang-investment-co-ltd-mas-family,1,0,1,,,InternetFinTechFinanceSocial MediaTrading Platform,,,,,
YY Capital,"United States, New York, New York",1,0,yy-capital,https://unicorn-nest.com/funds/yy-capital,1,0,1,0.07,,Financial ServicesFinTechFinanceAngel InvestmentWealth Management,,,Early Stage Venture,,
YY.com,"Guangdong, Guangzhou, China",16,7,yycom,https://unicorn-nest.com/funds/yycom,,0,,,,,,,,,
YYC Cooperative,,1,0,yyc-cooperative,https://unicorn-nest.com/funds/yyc-cooperative,1,0,1,,,SoftwareInformation TechnologyManufacturingBusiness DevelopmentEnergyEnergy EfficiencyOil and Gas,,,,,
YYM Ventures,"United States, Nashville",4,0,yym-ventures,https://unicorn-nest.com/funds/yym-ventures,4,0,4,1.33,,Supply Chain ManagementSoftwareInformation TechnologyCyber SecurityNetwork SecurityCloud Data ServicesInternet of ThingsCloud SecurityAgricultureFarming,,,Early Stage Venture,Venture Capital,Active
YYX Capital,"United Kingdom, London",21,10,yyx-capital,https://unicorn-nest.com/funds/yyx-capital,21,0,10,2.33,10,SoftwareFinancial ServicesFinTechRetail TechnologyDigital MarketingAdvertisingSocial Media MarketingDigital MediaShoppingE-Commerce Platforms,0.52,2,,Family Office,Active
YZ,"Chiyoda, Japan",1,0,yz,https://unicorn-nest.com/funds/yz,1,0,1,0.20,,ConstructionInternet of Things,,,,,
YZ Buyer,,1,0,yz-buyer,https://unicorn-nest.com/funds/yz-buyer,1,0,1,,,E-CommerceRetailMarketplaceFashionShoppingShoes,,,,,
YZB Investment Holding Limited,,1,0,yzb-investment-holding-limited,https://unicorn-nest.com/funds/yzb-investment-holding-limited,1,0,1,,,SoftwareBlockchainDigital Media,,,,,
YZR Capital,"Germany, Munich",11,5,yzr-capital,https://unicorn-nest.com/funds/yzr-capital,,0,,,,,,,,Venture Capital,Active
YZR Capital,"Germany, Munich",11,5,yzr-capital,https://unicorn-nest.com/funds/yzr-capital,,0,,,,,,,,Venture Capital,Active
YZR Capital,"Germany, Munich",0,,yzr-capital,https://unicorn-nest.com/funds/yzr-capital,,0,,,,,,,,Venture Capital,Active
YZR Capital,"Germany, Munich",0,,yzr-capital,https://unicorn-nest.com/funds/yzr-capital,,0,,,,,,,,Venture Capital,Active
Ya Changfu,"Beijing, Beijing, China",1,0,ya-changfu,https://unicorn-nest.com/funds/ya-changfu,1,0,1,0.08,,ManufacturingSemiconductorMobile Devices,,,,,
Ya Dong Investment,"Jilin, Jilin, China",1,0,ya-dong-investment,https://unicorn-nest.com/funds/ya-dong-investment,1,0,1,0.20,,InternetInformation ServicesNews,,1,,,
Yaax Capital,"Ontario, Toronto, Canada",3,0,yaax-capital,https://unicorn-nest.com/funds/yaax-capital,3,0,2,,,SoftwareAnalyticsInformation TechnologyHealth CareSustainabilityAgricultureCannabis,0.33,,Early Stage Venture,,
Yaba Ziguan,"Shanghai, Qingpu, China",1,0,yaba-ziguan,https://unicorn-nest.com/funds/yaba-ziguan,1,0,1,0.17,,ContentMarketingVideoAdvertising,,,,,
Yabang Pharmaceutical Group,"Zhejiang, Changzhou, China",1,0,yabang-pharmaceutical-group,https://unicorn-nest.com/funds/yabang-pharmaceutical-group,1,0,1,0.06,,Health CareManufacturingMedical Device,,,,,
Yabao Investment,"Beijing, Beijing, China",1,0,yabao-investment,https://unicorn-nest.com/funds/yabao-investment,1,0,1,0.10,,Health CareManufacturingMedical Device,,,,,
Yabeo Capital,"Bavaria, Bayern, Germany",45,9,yabeo-capital,https://unicorn-nest.com/funds/yabeo-capital,45,0,27,4.09,9,Financial ServicesFinTechInformation TechnologyArtificial IntelligenceHealth CareHealth DiagnosticsWellnessPersonal HealthService IndustryElder Care,0.40,1,,,
Yabo Guoji Ziben Youxian Gongsi,,1,0,yabo-guoji-ziben-youxian-gongsi,https://unicorn-nest.com/funds/yabo-guoji-ziben-youxian-gongsi,1,0,1,,,Food and BeverageFood ProcessingWarehousing,,,,,
Yacht,,1,0,yacht,https://unicorn-nest.com/funds/yacht,1,0,1,,,GamingBlockchain,,,,,
Yada Education,,1,0,yada-education,https://unicorn-nest.com/funds/yada-education,1,0,1,,,InternetSoftwareMobileEdTechEducation,,,,,
Yadea,"Jiangsu, Wuxi Shi, China",2,1,yadea,https://unicorn-nest.com/funds/yadea,2,0,2,0.10,1,Artificial IntelligenceProduct DesignSemiconductorEnergySmart BuildingSmart HomeWearablesEnergy Management,,,,,
Yadu Corporation,"Delhi, New Delhi, India",1,0,yadu-corporation,https://unicorn-nest.com/funds/yadu-corporation,1,0,1,0.08,,E-CommerceFinancial ServicesFinTechMobileMobile PaymentsPoint of Sale,,,,,
Yadung Xingchen Touzi,"Gansu, Xizang, China",2,0,yadung-xingchen-touzi,https://unicorn-nest.com/funds/yadung-xingchen-touzi,2,0,2,0.25,,AutomotiveInformation ServicesHealth CareMedicalInsuranceInsurTech,,,,,
Yael Capital Management Limited,,8,2,yael-capital-management-limited,https://unicorn-nest.com/funds/yael-capital-management-limited,,0,,,,,,,,,
Yahe Capital,"Jiangsu, Suzhou, China",2,1,yahe-capital,https://unicorn-nest.com/funds/yahe-capital,2,0,2,,1,AccountingSoftwareFinanceMarket ResearchBusiness DevelopmentSolar,,,,,
Yahoo,"United States, California, Sunnyvale",26,5,yahoo,https://unicorn-nest.com/funds/yahoo,26,0,20,0.93,5,E-CommerceInternetSoftwareAnalyticsInformation TechnologyCollaborationEnterprise SoftwareBig DataAdvertisingSearch Engine,0.23,14,,,
Yahoo! Japan,"Tokyo, Japan",18,2,yahoo-japan,https://unicorn-nest.com/funds/yahoo-japan,18,0,16,0.64,2,E-CommerceInternetRetailMobileSaaSAppsContentSocial MediaVideoAdvertising,0.11,8,,,
Yahsat,"Abu Dhabi Emirate, Abu Dhabi, United Arab Emirates",1,0,yahsat,https://unicorn-nest.com/funds/yahsat,1,0,1,0.07,,Internet of ThingsWirelessSatellite Communication,,,,,
Yahui Investment,,6,0,yahui-investment,https://unicorn-nest.com/funds/yahui-investment,6,0,6,,,BiotechnologySoftwareArtificial IntelligenceHealth CareRoboticsMedical DeviceMedicalPharmaceutical,,,,,
Yahui Precision Medicine Fund,"Yunnan, Zhaotong, China",17,4,yahui-precision-medicine-fund,https://unicorn-nest.com/funds/yahui-precision-medicine-fund,17,0,14,1.89,4,BiotechnologyAnalyticsInformation TechnologyHealth CareHealth DiagnosticsWellnessGeneticsManufacturingMedical DeviceMedical,0.18,,Early Stage VentureLate Stage Venture,,
Yajie Jijin,"Beijing, Haidian, China",5,0,yajie-jijin,https://unicorn-nest.com/funds/yajie-jijin,5,0,5,0.45,,E-CommerceInternetConsumer GoodsSalesConsumerHealth CareSaaSInsuranceMarketingCooking,,,,,
Yajie Shanghui,"Beijing, Haidian, China",9,1,yajie-shanghui,https://unicorn-nest.com/funds/yajie-shanghui,9,0,8,,1,AutomotiveBiotechnologyFinancial ServicesFinTechMobile AppsManufacturingMedicalWomen'sHardwareHome Decor,0.11,,,,
Yakumi,"Tokyo, Japan",14,0,yakumi,https://unicorn-nest.com/funds/yakumi,14,0,10,2.00,,BiotechnologyGamingFood and BeverageHardwareOnline GamesIndustrialVideo StreamingAdvanced MaterialsGamificationIndustrial Engineering,,,SeedEarly Stage VentureLate Stage Venture,,
Yakuodo,"Chiyoda, Japan",4,1,yakuodo,https://unicorn-nest.com/funds/yakuodo,4,0,3,0.09,1,Health CareEducationManufacturingMedicalRenewable EnergyManagement ConsultingStaffing Agency,0.25,,,,
Yale Africa Startup Review,"United States, Connecticut, New Haven",40,0,yale-africa-startup-review,https://unicorn-nest.com/funds/yale-africa-startup-review,40,0,40,13.33,,E-CommerceInternetFinancial ServicesFinTechRetailInformation TechnologyArtificial IntelligenceHealth CareEdTechMarketplace,,,,,
Yale Center for Business and the Environment - Crunchbase School Profile & Alumni,"United States, Connecticut, New Haven",1,0,yale-center-for-business-and-the-environment---crunchbase-school-profile--alumni,https://unicorn-nest.com/funds/yale-center-for-business-and-the-environment---crunchbase-school-profile--alumni,,0,,,,,,,,,
Yale Law School,"United States, Connecticut, New Haven",1,0,yale-law-school,https://unicorn-nest.com/funds/yale-law-school,,0,,,,,,,,,
Yale Medicine,"United States, New Haven",1,0,yale-medicine,https://unicorn-nest.com/funds/yale-medicine,1,0,1,,,Health CareElectronic Health Record (EHR)Medical,,,,Corporate investor,Active
Yale University,"United States, Connecticut, New Haven",12,1,yale-university,https://unicorn-nest.com/funds/yale-university,12,0,11,0.04,1,SoftwareFood and BeverageFood ProcessingHealth CareManufacturingMedical DeviceHardwareSemiconductorMarine TechnologySeafood,0.08,,,,
Yale Ventures,"United States, Connecticut, New Haven",2,0,yale-ventures,https://unicorn-nest.com/funds/yale-ventures,2,0,2,1.00,,BiotechnologyMedicalTherapeutics,,,SeedEarly Stage Venture,,
Yaletown Partners,"Canada, Vancouver",89,26,yaletown-partners,https://unicorn-nest.com/funds/yaletown-partners,89,0,53,4.05,26,E-CommerceInternetSoftwareInformation TechnologyHealth CareSaaSEnterprise SoftwareCommunitiesBig DataData Integration,0.40,15,SeedPrivate EquityEarly Stage VentureLate Stage Venture,Venture Capital,Active
Yali (Shanghai) Asset Management,"Shanghai, Shanghai, China",1,0,yali-shanghai-asset-management,https://unicorn-nest.com/funds/yali-shanghai-asset-management,1,0,1,0.10,,E-CommerceAgTechE-Commerce PlatformsAgriculture,,,,,
Yamadai Food Corporation,"Chiyoda, Japan",1,0,yamadai-food-corporation,https://unicorn-nest.com/funds/yamadai-food-corporation,1,0,1,0.02,,Consumer GoodsBaby,,,Seed,,
Yamagin Capital,"Yamagata Prefecture, Yamagata, Japan",1,0,yamagin-capital,https://unicorn-nest.com/funds/yamagin-capital,1,0,1,0.04,,Biotechnology,,1,,,
Yamaguchi Bank,"Yamaguchi Prefecture, Shimonoseki, Japan",4,0,yamaguchi-bank,https://unicorn-nest.com/funds/yamaguchi-bank,4,0,3,0.05,,E-CommerceFood and BeverageHealth DiagnosticsLifestyleMusicMedia and EntertainmentShoppingSocial NewsAgricultureTV Production,0.25,,,,
Yamaguchi Capital,"Yamaguchi Prefecture, Yamaguchi, Japan",40,2,yamaguchi-capital,https://unicorn-nest.com/funds/yamaguchi-capital,40,0,34,1.43,2,BiotechnologyE-CommerceInternetInformation TechnologyAppsManufacturingMedicalMusicTourismPet,0.15,3,,,
Yamaguchi Financial Group,"Yamaguchi Prefecture, Shimonoseki, Japan",5,1,yamaguchi-financial-group,https://unicorn-nest.com/funds/yamaguchi-financial-group,5,0,4,0.03,1,E-CommerceFinancial ServicesFinanceHealth CareHealth DiagnosticsWellnessAppsLifestyleInformation and Communications Technology (ICT)Shopping,,1,,,
Yamaguchi Technology Licensing Organization,"Tokyo, Japan",1,1,yamaguchi-technology-licensing-organization,https://unicorn-nest.com/funds/yamaguchi-technology-licensing-organization,1,0,1,0.05,1,Biotechnology,,,,,
"Yamaha Motor Co.,","Shizuoka Prefecture, Iwata, Japan",25,3,yamaha-motor-co,https://unicorn-nest.com/funds/yamaha-motor-co,25,0,17,0.36,3,AutomotiveLogisticsE-CommerceSupply Chain ManagementTransportationDeliveryRoboticsManufacturingElectric VehicleCycling,0.32,,,,
Yamaha Motor Ventures,"United States, Palo Alto",0,,yamaha-motor-ventures,https://unicorn-nest.com/funds/yamaha-motor-ventures,,0,,,,,,,,CVC,Active
Yamaha Motor Ventures & Laboratory Silicon Valley,"United States, California, Palo Alto",39,9,yamaha-motor-ventures--laboratory-silicon-valley,https://unicorn-nest.com/funds/yamaha-motor-ventures--laboratory-silicon-valley,,0,,,,,,,,,
Yamaha Outdoor Access Initiative,"United States, Georgia, Marietta",2,1,yamaha-outdoor-access-initiative,https://unicorn-nest.com/funds/yamaha-outdoor-access-initiative,2,0,2,,1,EducationSecondary EducationPrimary Education,,,,,
Yamanashi Chugin Management Consulting,"Yamanashi Prefecture, Kofu, Japan",20,5,yamanashi-chugin-management-consulting,https://unicorn-nest.com/funds/yamanashi-chugin-management-consulting,20,0,17,,5,Asset ManagementFinancial ServicesFinanceArtificial IntelligenceHealth CareManufacturingMarketingTask ManagementCRMAffiliate Marketing,0.15,,,,
Yamanoaikodoronko,,2,0,yamanoaikodoronko,https://unicorn-nest.com/funds/yamanoaikodoronko,2,0,1,,,Network SecurityCloud Security,0.50,,,,
Yamanouchi Venture Capital,"United States, California, Palo Alto",4,0,yamanouchi-venture-capital,https://unicorn-nest.com/funds/yamanouchi-venture-capital,4,0,2,,,BiotechnologyFood and BeverageHealth CareWellnessMedicalPharmaceuticalConsulting,0.50,2,Early Stage Venture,,
Yamas Ventures GmbH,,1,0,yamas-ventures-gmbh,https://unicorn-nest.com/funds/yamas-ventures-gmbh,1,0,1,,,InternetMobileSaaSAdvertisingCouponsPoint of Sale,,,,,
Yamasa Co LTD,,1,0,yamasa-co-ltd,https://unicorn-nest.com/funds/yamasa-co-ltd,1,0,1,0.02,,E-CommerceRetailDelivery,,,,,
Yamatane Corporation,"Koto, Japan",1,0,yamatane-corporation,https://unicorn-nest.com/funds/yamatane-corporation,1,0,1,0.01,,AgricultureFarming,,,,,
Yamato Capital,"Switzerland, Zug, Zug",1,1,yamato-capital,https://unicorn-nest.com/funds/yamato-capital,1,0,1,0.03,1,Energy StorageRenewable EnergySustainabilityClean Energy,,,,,
Yamato Financial,"Chiyoda, Japan",2,0,yamato-financial,https://unicorn-nest.com/funds/yamato-financial,2,0,1,0.06,,E-Commerce,0.50,,,,
Yamato Holdings,"Tokyo, Japan",7,0,yamato-holdings,https://unicorn-nest.com/funds/yamato-holdings,7,0,6,0.07,,E-CommerceInformation TechnologyB2B3D TechnologyContentSemiconductorE-Commerce PlatformsBiometricsPrintingSensor,0.14,1,,,
Yamato Scientific,"Hokkaido Prefecture, Sapporo, Japan",1,0,yamato-scientific,https://unicorn-nest.com/funds/yamato-scientific,1,0,1,0.01,,SalesManufacturing,,,,,
Yamato Shinkin,"Nara Prefecture, Sakurai, Japan",1,0,yamato-shinkin,https://unicorn-nest.com/funds/yamato-shinkin,1,0,1,0.01,,Financial ServicesFinanceFinancial ExchangesFraud Detection,,,,,
Yamato Social Impact Fund,,1,0,yamato-social-impact-fund,https://unicorn-nest.com/funds/yamato-social-impact-fund,1,0,1,,,BeautySaaSTask Management,,,,,
Yamato Transport,"Tokyo, Japan",1,0,yamato-transport,https://unicorn-nest.com/funds/yamato-transport,1,0,1,0.06,,E-CommerceInternetMobile,,1,,,
Yamauchi-No.10 Family Office,"Chiyoda, Japan",8,0,yamauchi-no10-family-office,https://unicorn-nest.com/funds/yamauchi-no10-family-office,,0,,,,,,,,,
Yamcom Holdings BV,"North District, Afula, Israel",1,0,yamcom-holdings-bv,https://unicorn-nest.com/funds/yamcom-holdings-bv,1,0,1,,,InternetDeveloper Platform,,,,,
Yamei Shiye,"Guangdong Province, Nanshan District, China",1,0,yamei-shiye,https://unicorn-nest.com/funds/yamei-shiye,1,0,1,0.04,,Financial ServicesInsuranceB2C,,,,,
Yameiya Keji,"Hubei, Wuhan, China",1,0,yameiya-keji,https://unicorn-nest.com/funds/yameiya-keji,1,0,1,0.17,,AutomotiveInternetService Industry,,,,,
Yanadoo,"Seoul-t'ukpyolsi, Yeoksamdong, South Korea",3,0,yanadoo,https://unicorn-nest.com/funds/yanadoo,3,0,1,0.20,,FitnessHealth CarePersonal HealthCycling,0.67,,,,
Yanagawa Shokai,,1,0,yanagawa-shokai,https://unicorn-nest.com/funds/yanagawa-shokai,1,0,1,,,SoftwareMobile Apps,,,,,
Yanbian Qiye Tuoguan,"Jilin, Yanji, China",1,0,yanbian-qiye-tuoguan,https://unicorn-nest.com/funds/yanbian-qiye-tuoguan,1,0,1,0.04,,Financial ServicesInformation ServicesFinanceProfessional Services,,1,,,
Yancey Bros. Co,"United States, Georgia, Austell",1,0,yancey-bros-co,https://unicorn-nest.com/funds/yancey-bros-co,1,0,1,0.01,,InternetBusiness IntelligenceSearch Engine,,,,,
Yancheng Chuangxin Chuangye Touzi,"Jiangsu, Yancheng, China",1,0,yancheng-chuangxin-chuangye-touzi,https://unicorn-nest.com/funds/yancheng-chuangxin-chuangye-touzi,1,0,1,0.12,,E-CommerceFood and BeverageFood DeliveryFruit,,,,,
Yancheng Gaoxinqu Touzi,"Jiangsu, Yancheng, China",2,0,yancheng-gaoxinqu-touzi,https://unicorn-nest.com/funds/yancheng-gaoxinqu-touzi,2,0,2,0.15,,E-CommerceFood and BeverageAerospaceDronesFood DeliveryDrone ManagementFruit,,,,,
Yancheng Government Investment Fund,"Jiangsu, Yancheng, China",1,0,yancheng-government-investment-fund,https://unicorn-nest.com/funds/yancheng-government-investment-fund,1,0,1,,,RentalRental Property,,,,,
Yancheng Lingang Touzi Gufen Youxian Gongsi,,1,0,yancheng-lingang-touzi-gufen-youxian-gongsi,https://unicorn-nest.com/funds/yancheng-lingang-touzi-gufen-youxian-gongsi,1,0,1,0.11,,Service IndustryWaterWater Purification,,,,,
Yancheng Zhengfu Touzi Jijin,"Shanghai, Shanghai, China",1,0,yancheng-zhengfu-touzi-jijin,https://unicorn-nest.com/funds/yancheng-zhengfu-touzi-jijin,1,0,1,,,MobileElectronicsInternet of Things,,,,,
Yanchuang Capital,"Liaoning, Chaoyang, China",19,3,yanchuang-capital,https://unicorn-nest.com/funds/yanchuang-capital,19,0,16,1.36,3,BiotechnologySoftwareHealth Care3D TechnologyManufacturingMedicalLife SciencePharmaceuticalTherapeuticsLivestock,0.16,,Early Stage VentureLate Stage Venture,,
Yang Sail Zhiyuan Industrial Investment,,1,0,yang-sail-zhiyuan-industrial-investment,https://unicorn-nest.com/funds/yang-sail-zhiyuan-industrial-investment,1,0,1,,,Health CareMedical DeviceMedical,,,,,
Yang Shuoshuo,,1,0,yang-shuoshuo,https://unicorn-nest.com/funds/yang-shuoshuo,1,0,1,,,ManufacturingSemiconductorElectronics,,,,,
Yang Ventures,"United States, California, San Francisco",1,0,yang-ventures,https://unicorn-nest.com/funds/yang-ventures,1,0,1,0.14,,FinTechBitcoinCryptocurrency,,,,,
Yangcheng Asset Evaluation,,1,0,yangcheng-asset-evaluation,https://unicorn-nest.com/funds/yangcheng-asset-evaluation,1,0,1,0.07,,CosmeticsSalesHealth Care,,1,,,
Yangguang Kaixun,"Beijing, Fengtai, China",1,0,yangguang-kaixun,https://unicorn-nest.com/funds/yangguang-kaixun,1,0,1,0.06,,SoftwareInformation TechnologyDatabase,,1,,,
Yanghe Touzi,,2,1,yanghe-touzi,https://unicorn-nest.com/funds/yanghe-touzi,2,0,2,0.20,1,BiotechnologySalesGeneticsMedicalBiopharmaDental,,,,,
Yangjiade,"Beijing, Beijing, China",1,0,yangjiade,https://unicorn-nest.com/funds/yangjiade,1,0,1,0.12,,Photo EditingPhotographyMedia and Entertainment,,1,,,
Yangjin Ziben,"Beijing, Beijing, China",1,0,yangjin-ziben,https://unicorn-nest.com/funds/yangjin-ziben,1,0,1,0.14,,GovernmentCommunitiesNon Profit,,,,,
Yangkun Yiliao,"Chongqing, Nanan, China",1,0,yangkun-yiliao,https://unicorn-nest.com/funds/yangkun-yiliao,1,0,1,0.09,,Financial ServicesHealth CareConsulting,,,,,
